x,y,z,roll,pitch,yaw,success,pos_err_mm,iterations,solve_ms,seed_used
-0.3,-0.45,0.05,0.0,0.0,0.0,0,401.467,1750,70.71,-1
-0.3,-0.45,0.15,0.0,0.0,0.0,0,352.539,1750,87.25,-1
-0.3,-0.45,0.25,0.0,0.0,0.0,0,247.862,1750,70.01,-1
-0.3,-0.45,0.35,0.0,0.0,0.0,0,203.709,1750,68.77,-1
-0.3,-0.45,0.45,0.0,0.0,0.0,0,84.685,1750,67.97,-1
-0.3,-0.45,0.55,0.0,0.0,0.0,0,27.387,1750,67.83,-1
-0.3,-0.45,0.65,0.0,0.0,0.0,1,1.119,35,1.4,0
-0.3,-0.35,0.05,0.0,0.0,0.0,0,407.677,1750,70.6,-1
-0.3,-0.35,0.15,0.0,0.0,0.0,0,324.757,1750,69.37,-1
-0.3,-0.35,0.25,0.0,0.0,0.0,0,252.034,1750,68.39,-1
-0.3,-0.35,0.35,0.0,0.0,0.0,0,170.299,1750,68.78,-1
-0.3,-0.35,0.45,0.0,0.0,0.0,0,83.883,1750,66.98,-1
-0.3,-0.35,0.55,0.0,0.0,0.0,1,0.988,263,10.4,1
-0.3,-0.35,0.65,0.0,0.0,0.0,1,1.513,15,0.62,0
-0.3,-0.25,0.05,0.0,0.0,0.0,0,374.034,1750,70.04,-1
-0.3,-0.25,0.15,0.0,0.0,0.0,0,323.767,1750,98.32,-1
-0.3,-0.25,0.25,0.0,0.0,0.0,0,253.106,1750,89.82,-1
-0.3,-0.25,0.35,0.0,0.0,0.0,0,189.492,1750,91.08,-1
-0.3,-0.25,0.45,0.0,0.0,0.0,0,69.135,1750,85.84,-1
-0.3,-0.25,0.55,0.0,0.0,0.0,1,1.565,266,13.52,1
-0.3,-0.25,0.65,0.0,0.0,0.0,1,1.797,760,38.75,3
-0.3,-0.15,0.05,0.0,0.0,0.0,0,412.974,1750,89.99,-1
-0.3,-0.15,0.15,0.0,0.0,0.0,0,322.08,1750,89.88,-1
-0.3,-0.15,0.25,0.0,0.0,0.0,0,248.529,1750,89.32,-1
-0.3,-0.15,0.35,0.0,0.0,0.0,0,144.895,1750,87.86,-1
-0.3,-0.15,0.45,0.0,0.0,0.0,0,33.311,1750,94.42,-1
-0.3,-0.15,0.55,0.0,0.0,0.0,1,1.328,263,15.94,1
-0.3,-0.15,0.65,0.0,0.0,0.0,1,1.16,12,0.76,0
-0.3,-0.05,0.05,0.0,0.0,0.0,0,381.087,1750,106.32,-1
-0.3,-0.05,0.15,0.0,0.0,0.0,0,323.259,1750,106.88,-1
-0.3,-0.05,0.25,0.0,0.0,0.0,0,151.528,1750,103.49,-1
-0.3,-0.05,0.35,0.0,0.0,0.0,0,120.034,1750,99.2,-1
-0.3,-0.05,0.45,0.0,0.0,0.0,0,64.184,1750,100.39,-1
-0.3,-0.05,0.55,0.0,0.0,0.0,1,1.635,267,16.08,1
-0.3,-0.05,0.65,0.0,0.0,0.0,1,1.688,264,16.06,1
-0.2,-0.45,0.05,0.0,0.0,0.0,0,436.614,1750,101.99,-1
-0.2,-0.45,0.15,0.0,0.0,0.0,0,297.081,1750,101.95,-1
-0.2,-0.45,0.25,0.0,0.0,0.0,0,223.843,1750,102.87,-1
-0.2,-0.45,0.35,0.0,0.0,0.0,0,141.592,1750,98.41,-1
-0.2,-0.45,0.45,0.0,0.0,0.0,0,63.133,1750,100.06,-1
-0.2,-0.45,0.55,0.0,0.0,0.0,1,1.824,14,0.86,0
-0.2,-0.45,0.65,0.0,0.0,0.0,1,1.432,766,43.92,3
-0.2,-0.35,0.05,0.0,0.0,0.0,0,363.826,1750,105.7,-1
-0.2,-0.35,0.15,0.0,0.0,0.0,0,312.567,1750,104.02,-1
-0.2,-0.35,0.25,0.0,0.0,0.0,0,248.25,1750,100.46,-1
-0.2,-0.35,0.35,0.0,0.0,0.0,0,169.78,1750,100.01,-1
-0.2,-0.35,0.45,0.0,0.0,0.0,0,33.947,1750,100.78,-1
-0.2,-0.35,0.55,0.0,0.0,0.0,1,1.491,523,30.12,2
-0.2,-0.35,0.65,0.0,0.0,0.0,1,2.257,20,1.21,0
-0.2,-0.25,0.05,0.0,0.0,0.0,0,387.721,1750,101.77,-1
-0.2,-0.25,0.15,0.0,0.0,0.0,0,314.85,1750,100.6,-1
-0.2,-0.25,0.25,0.0,0.0,0.0,0,251.182,1750,104.72,-1
-0.2,-0.25,0.35,0.0,0.0,0.0,0,156.778,1750,98.74,-1
-0.2,-0.25,0.45,0.0,0.0,0.0,0,56.299,1750,100.74,-1
-0.2,-0.25,0.55,0.0,0.0,0.0,0,113.393,1750,103.13,-1
-0.2,-0.25,0.65,0.0,0.0,0.0,1,4.319,250,15.12,0
-0.2,-0.15,0.05,0.0,0.0,0.0,0,381.7,1750,104.81,-1
-0.2,-0.15,0.15,0.0,0.0,0.0,0,312.453,1750,104.0,-1
-0.2,-0.15,0.25,0.0,0.0,0.0,0,224.673,1750,100.93,-1
-0.2,-0.15,0.35,0.0,0.0,0.0,0,216.288,1750,103.06,-1
-0.2,-0.15,0.45,0.0,0.0,0.0,0,15.275,1750,98.0,-1
-0.2,-0.15,0.55,0.0,0.0,0.0,1,1.469,519,31.48,2
-0.2,-0.15,0.65,0.0,0.0,0.0,1,2.945,263,16.11,1
-0.2,-0.05,0.05,0.0,0.0,0.0,0,317.698,1750,105.15,-1
-0.2,-0.05,0.15,0.0,0.0,0.0,0,214.223,1750,105.38,-1
-0.2,-0.05,0.25,0.0,0.0,0.0,0,189.164,1750,103.76,-1
-0.2,-0.05,0.35,0.0,0.0,0.0,0,150.333,1750,106.01,-1
-0.2,-0.05,0.45,0.0,0.0,0.0,0,32.35,1750,103.69,-1
-0.2,-0.05,0.55,0.0,0.0,0.0,1,1.789,766,45.25,3
-0.2,-0.05,0.65,0.0,0.0,0.0,1,1.98,1514,91.57,6
-0.1,-0.45,0.05,0.0,0.0,0.0,0,392.563,1750,101.74,-1
-0.1,-0.45,0.15,0.0,0.0,0.0,0,280.131,1750,100.73,-1
-0.1,-0.45,0.25,0.0,0.0,0.0,0,276.057,1750,102.81,-1
-0.1,-0.45,0.35,0.0,0.0,0.0,0,139.818,1750,102.51,-1
-0.1,-0.45,0.45,0.0,0.0,0.0,0,62.402,1750,101.21,-1
-0.1,-0.45,0.55,0.0,0.0,0.0,1,2.767,269,16.22,1
-0.1,-0.45,0.65,0.0,0.0,0.0,1,3.757,1000,59.02,3
-0.1,-0.35,0.05,0.0,0.0,0.0,0,384.57,1750,108.02,-1
-0.1,-0.35,0.15,0.0,0.0,0.0,0,315.72,1750,103.12,-1
-0.1,-0.35,0.25,0.0,0.0,0.0,0,132.611,1750,97.99,-1
-0.1,-0.35,0.35,0.0,0.0,0.0,0,116.604,1750,99.79,-1
-0.1,-0.35,0.45,0.0,0.0,0.0,0,32.326,1750,101.47,-1
-0.1,-0.35,0.55,0.0,0.0,0.0,1,2.59,10,0.63,0
-0.1,-0.35,0.65,0.0,0.0,0.0,0,42.876,1750,100.17,-1
-0.1,-0.25,0.05,0.0,0.0,0.0,0,387.872,1750,103.17,-1
-0.1,-0.25,0.15,0.0,0.0,0.0,0,244.472,1750,104.29,-1
-0.1,-0.25,0.25,0.0,0.0,0.0,0,96.233,1750,102.13,-1
-0.1,-0.25,0.35,0.0,0.0,0.0,0,90.47,1750,103.51,-1
-0.1,-0.25,0.45,0.0,0.0,0.0,0,34.966,1750,100.78,-1
-0.1,-0.25,0.55,0.0,0.0,0.0,0,119.767,1750,102.21,-1
-0.1,-0.25,0.65,0.0,0.0,0.0,0,46.9,1750,100.65,-1
-0.1,-0.15,0.05,0.0,0.0,0.0,0,375.624,1750,103.77,-1
-0.1,-0.15,0.15,0.0,0.0,0.0,0,279.641,1750,101.16,-1
-0.1,-0.15,0.25,0.0,0.0,0.0,0,188.862,1750,102.95,-1
-0.1,-0.15,0.35,0.0,0.0,0.0,0,44.085,1750,101.51,-1
-0.1,-0.15,0.45,0.0,0.0,0.0,0,50.705,1750,100.76,-1
-0.1,-0.15,0.55,0.0,0.0,0.0,1,2.809,760,44.44,3
-0.1,-0.15,0.65,0.0,0.0,0.0,0,139.008,1750,102.32,-1
-0.1,-0.05,0.05,0.0,0.0,0.0,0,392.669,1750,107.45,-1
-0.1,-0.05,0.15,0.0,0.0,0.0,0,319.487,1750,103.53,-1
-0.1,-0.05,0.25,0.0,0.0,0.0,0,149.651,1750,102.8,-1
-0.1,-0.05,0.35,0.0,0.0,0.0,0,41.994,1750,105.33,-1
-0.1,-0.05,0.45,0.0,0.0,0.0,0,33.493,1750,103.8,-1
-0.1,-0.05,0.55,0.0,0.0,0.0,1,2.6,1259,74.92,5
-0.1,-0.05,0.65,0.0,0.0,0.0,0,170.432,1750,106.72,-1
0.0,-0.45,0.05,0.0,0.0,0.0,0,376.533,1750,105.35,-1
0.0,-0.45,0.15,0.0,0.0,0.0,0,303.476,1750,100.97,-1
0.0,-0.45,0.25,0.0,0.0,0.0,0,298.541,1750,100.38,-1
0.0,-0.45,0.35,0.0,0.0,0.0,0,162.057,1750,100.62,-1
0.0,-0.45,0.45,0.0,0.0,0.0,0,100.598,1750,99.39,-1
0.0,-0.45,0.55,0.0,0.0,0.0,0,76.956,1750,99.72,-1
0.0,-0.45,0.65,0.0,0.0,0.0,0,23.351,1750,97.72,-1
0.0,-0.35,0.05,0.0,0.0,0.0,0,390.326,1750,101.24,-1
0.0,-0.35,0.15,0.0,0.0,0.0,0,311.947,1750,101.42,-1
0.0,-0.35,0.25,0.0,0.0,0.0,0,233.757,1750,100.66,-1
0.0,-0.35,0.35,0.0,0.0,0.0,0,142.375,1750,98.54,-1
0.0,-0.35,0.45,0.0,0.0,0.0,0,81.139,1750,100.71,-1
0.0,-0.35,0.55,0.0,0.0,0.0,0,54.866,1750,98.67,-1
0.0,-0.35,0.65,0.0,0.0,0.0,1,0.685,6,0.39,0
0.0,-0.25,0.05,0.0,0.0,0.0,0,387.696,1750,102.48,-1
0.0,-0.25,0.15,0.0,0.0,0.0,0,203.395,1750,100.38,-1
0.0,-0.25,0.25,0.0,0.0,0.0,0,223.797,1750,102.42,-1
0.0,-0.25,0.35,0.0,0.0,0.0,0,137.21,1750,100.17,-1
0.0,-0.25,0.45,0.0,0.0,0.0,0,86.395,1750,99.95,-1
0.0,-0.25,0.55,0.0,0.0,0.0,0,89.87,1750,100.79,-1
0.0,-0.25,0.65,0.0,0.0,0.0,0,41.408,1750,97.72,-1
0.0,-0.15,0.05,0.0,0.0,0.0,0,397.39,1750,102.09,-1
0.0,-0.15,0.15,0.0,0.0,0.0,0,361.769,1750,102.5,-1
0.0,-0.15,0.25,0.0,0.0,0.0,0,228.185,1750,100.24,-1
0.0,-0.15,0.35,0.0,0.0,0.0,0,170.129,1750,101.87,-1
0.0,-0.15,0.45,0.0,0.0,0.0,0,111.242,1750,102.0,-1
0.0,-0.15,0.55,0.0,0.0,0.0,0,87.427,1750,102.09,-1
0.0,-0.15,0.65,0.0,0.0,0.0,0,137.254,1750,100.83,-1
0.0,-0.05,0.05,0.0,0.0,0.0,0,419.594,1750,101.96,-1
0.0,-0.05,0.15,0.0,0.0,0.0,0,182.116,1750,101.23,-1
0.0,-0.05,0.25,0.0,0.0,0.0,0,242.462,1750,102.77,-1
0.0,-0.05,0.35,0.0,0.0,0.0,0,145.027,1750,101.77,-1
0.0,-0.05,0.45,0.0,0.0,0.0,0,84.131,1750,100.17,-1
0.0,-0.05,0.55,0.0,0.0,0.0,0,57.841,1750,97.29,-1
0.0,-0.05,0.65,0.0,0.0,0.0,0,216.786,1750,103.53,-1
0.1,-0.45,0.05,0.0,0.0,0.0,0,377.1,1750,102.25,-1
0.1,-0.45,0.15,0.0,0.0,0.0,0,362.616,1750,102.96,-1
0.1,-0.45,0.25,0.0,0.0,0.0,0,297.804,1750,99.68,-1
0.1,-0.45,0.35,0.0,0.0,0.0,0,216.035,1750,98.12,-1
0.1,-0.45,0.45,0.0,0.0,0.0,0,140.134,1750,98.55,-1
0.1,-0.45,0.55,0.0,0.0,0.0,0,109.032,1750,101.65,-1
0.1,-0.45,0.65,0.0,0.0,0.0,0,34.184,1750,98.53,-1
0.1,-0.35,0.05,0.0,0.0,0.0,0,400.405,1750,101.64,-1
0.1,-0.35,0.15,0.0,0.0,0.0,0,340.199,1750,101.37,-1
0.1,-0.35,0.25,0.0,0.0,0.0,0,192.28,1750,101.09,-1
0.1,-0.35,0.35,0.0,0.0,0.0,0,150.399,1750,98.91,-1
0.1,-0.35,0.45,0.0,0.0,0.0,0,84.124,1750,99.69,-1
0.1,-0.35,0.55,0.0,0.0,0.0,0,100.283,1750,100.2,-1
0.1,-0.35,0.65,0.0,0.0,0.0,0,42.876,1750,98.62,-1
0.1,-0.25,0.05,0.0,0.0,0.0,0,369.139,1750,100.64,-1
0.1,-0.25,0.15,0.0,0.0,0.0,0,340.21,1750,101.78,-1
0.1,-0.25,0.25,0.0,0.0,0.0,0,282.195,1750,102.82,-1
0.1,-0.25,0.35,0.0,0.0,0.0,0,141.876,1750,99.58,-1
0.1,-0.25,0.45,0.0,0.0,0.0,0,114.468,1750,101.51,-1
0.1,-0.25,0.55,0.0,0.0,0.0,0,110.021,1750,101.78,-1
0.1,-0.25,0.65,0.0,0.0,0.0,0,45.981,1750,100.82,-1
0.1,-0.15,0.05,0.0,0.0,0.0,0,395.279,1750,102.38,-1
0.1,-0.15,0.15,0.0,0.0,0.0,0,362.822,1750,101.39,-1
0.1,-0.15,0.25,0.0,0.0,0.0,0,96.912,1750,102.05,-1
0.1,-0.15,0.35,0.0,0.0,0.0,0,203.717,1750,100.8,-1
0.1,-0.15,0.45,0.0,0.0,0.0,0,192.375,1750,104.59,-1
0.1,-0.15,0.55,0.0,0.0,0.0,0,163.984,1750,101.94,-1
0.1,-0.15,0.65,0.0,0.0,0.0,0,86.995,1750,105.08,-1
0.1,-0.05,0.05,0.0,0.0,0.0,0,307.508,1750,102.68,-1
0.1,-0.05,0.15,0.0,0.0,0.0,0,367.384,1750,98.96,-1
0.1,-0.05,0.25,0.0,0.0,0.0,0,277.691,1750,101.85,-1
0.1,-0.05,0.35,0.0,0.0,0.0,0,207.591,1750,101.06,-1
0.1,-0.05,0.45,0.0,0.0,0.0,0,171.179,1750,103.37,-1
